practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,registered_patient_count_source,registered_patient_count_source_url,registered_patient_count_snapshot,patient_survey_name,patient_survey_status,patient_survey_level,patient_survey_url,patient_survey_note,google_maps_query
BRIDGEND GROUP,W95070,CF31 3NW,"MERTHYR MAWR ROAD, BRIDGEND",01656 652774,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95070,2025-05-17,26161,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BRIDGEND GROUP CF31 3NW
OGMORE VALE SURGERY,W95067,CF32 7BL,"COMMERCIAL STREET, OGMORE VALE, BRIDGEND",01656 840208,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95067,2023-08-22,,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",OGMORE VALE SURGERY CF32 7BL
NANTYMOEL SURGERY,W95645,CF32 7NA,"OGWY STREET, NANTYMOEL, BRIDGEND",01656 843000,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95645,2025-05-17,3323,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",NANTYMOEL SURGERY CF32 7NA
CWM GARW PRACTICE,W95031,CF32 8NW,"VICTORIA STREET, PONTYCYMMER BRIDGEND, BRIDGEND",03033 031029,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95031,2026-03-18,7449,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",CWM GARW PRACTICE CF32 8NW
TYNYCOED SURGERY,W95037,CF32 9SW,"20 MERFIELD CLOSE, SARN, BRIDGEND",01656 720334,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95037,2024-05-08,10896,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",TYNYCOED SURGERY CF32 9SW
HEATHBRIDGE HOUSE,W95063,CF33 6BY,"1A PISGAH STREET, KENFIG HILL, BRIDGEND",01656 740359,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95063,2025-05-17,8662,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",HEATHBRIDGE HOUSE CF33 6BY
THE SURGERY,W95034,CF33 6DE,"WAUN BANT ROAD, NORTH CORNELLY, BRIDGEND",01656 740345,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95034,2025-05-17,10235,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE SURGERY CF33 6DE
WOODLANDS SURGERY,W95012,CF34 0SR,"WOODLAND TERRACE, MAESTEG",01656 734203,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95012,2025-05-17,6962,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",WOODLANDS SURGERY CF34 0SR
LLYNFI SURGERY,W95009,CF34 9DT,"LLYNFI ROAD, MAESTEG",016567 39023,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95009,2025-05-17,8073,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",LLYNFI SURGERY CF34 9DT
BRON-Y-GARN SURGERY,W95064,CF34 9PW,"MAESTEG GENERAL HOSPITAL, NEATH ROAD, MAESTEG",01656 754200,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95064,2025-05-17,6864,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BRON-Y-GARN SURGERY CF34 9PW
THE MEDICAL CENTRE,W95018,CF35 5PF,"HEOL-YR-ONNEN, PENCOED, BRIDGEND",01656 867900,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95018,2025-05-17,11828,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE MEDICAL CENTRE CF35 5PF
THE NEW SURGERY,W95017,CF35 6YP,"NEW SURGERY PRIMARY CARE CENTRE, MIN-Y-NANT, BRIDGEND",01656 860343,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95017,2025-05-17,8857,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE NEW SURGERY CF35 6YP
PORTHCAWL MEDICAL,W95041,CF36 5DJ,"PORTHCAWL MEDICAL CENTRE, CLOS Y MAMETZ, PORTHCAWL",01656 304204,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95041,2025-05-17,15676,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PORTHCAWL MEDICAL CF36 5DJ
EGLWYSBACH MEDICAL PRACTI,W95014,CF37 2AA,"BERW ROAD, PONTYPRIDD",01443 406811,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95014,2023-08-22,16344,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",EGLWYSBACH MEDICAL PRACTI CF37 2AA
THE ASHGROVE SURGERY,W95024,CF37 2DR,"MORGAN STREET, PONTYPRIDD",01443 404444,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95024,2023-08-22,19692,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE ASHGROVE SURGERY CF37 2DR
YNYSYBWL SURGERY,W95619,CF37 3DU,"THE SQUARE, ROBERT STREET, PONTYPRIDD",01443 790360,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95619,2023-08-22,,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",YNYSYBWL SURGERY CF37 3DU
TAFF VALE PRACTICE,W95058,CF37 5RW,"DYFFRYN ROAD, RHYDYFELIN, PONTYPRIDD",0844 4773487,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95058,2023-08-22,16041,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",TAFF VALE PRACTICE CF37 5RW
PARC CANOL SURGERY,W95011,CF38 1RJ,"CENTRAL PARK, CHURCH VILLAGE, PONTYPRIDD",01443 203414,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95011,2023-08-22,16668,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PARC CANOL SURGERY CF38 1RJ
PONT NEWYDD MEDICAL CENTRE,W95004,CF39 0LD,"ABERRHONDDA ROAD, PORTH",01443 688880,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95004,2023-08-22,14270,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PONT NEWYDD MEDICAL CENTRE CF39 0LD
PARK LANE SURGERY,W95044,CF39 8AG,"PARK LANE, TONYREFAIL, PORTH",01443 670567,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95044,2023-08-22,8385,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PARK LANE SURGERY CF39 8AG
CWM GWYRDD MEDICAL CENTRE,W95295,CF39 8TJ,"HIGH STREET, GILFACH GOCH, PORTH",01443 672209,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95295,2023-08-22,7171,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",CWM GWYRDD MEDICAL CENTRE CF39 8TJ
PENYGRAIG SURGERY,W95057,CF40 1QN,"GEORGE STREET, PENYGRAIG, TONYPANDY",01443 433125,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95057,2023-08-22,4108,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",PENYGRAIG SURGERY CF40 1QN
DE WINTON FIELD PRACTICE,W95027,CF40 2LE,"RHONDDA CYNON TAFF, TONYPANDY",01443 432112,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95027,2023-08-22,9323,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",DE WINTON FIELD PRACTICE CF40 2LE
SAINT ANDREWS SURGERY,W95062,CF40 2QZ,"1 DE WINTON STREET, TONYPANDY",01443 442902,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95062,2023-08-22,6579,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",SAINT ANDREWS SURGERY CF40 2QZ
THE SURGERY,W95030,CF41 7BD,"ST DAVID STREET, TON PENTRE, PENTRE",01443 435846,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95030,2023-08-22,9812,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE SURGERY CF41 7BD
FOREST VIEW MEDICAL CENTRE,W95054,CF42 6DL,"FOREST VIEW HEALTH, RHONDDA, TREORCHY",01443 773595,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95054,2023-08-22,15501,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",FOREST VIEW MEDICAL CENTRE CF42 6DL
TYLORSTOWN SURGERY,W95019,CF43 3HB,"FERNDALE ROAD, TYLORSTOWN, FERNDALE",01443 730169,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95019,2023-08-22,5800,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",TYLORSTOWN SURGERY CF43 3HB
THE MAERDY FERNDALE MGP,W95051,CF43 4XX,"FERNDALE MEDICAL CENTRE, 56-58 HIGH STREET, FERNDALE",01443 730539,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95051,2023-08-22,7520,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE MAERDY FERNDALE MGP CF43 4XX
ABERCWMBOI MEDICAL PRACTICE,W95087,CF44 6BL,"ABERCWMBOI MEDICAL CENTRE, 1-3 JOHN STREET, ABERDARE",01443 473304,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W95087,2023-08-22,4392,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",ABERCWMBOI MEDICAL PRACTICE CF44 6BL
