practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,registered_patient_count_source,registered_patient_count_source_url,registered_patient_count_snapshot,google_maps_query
BRAEMAR HEALTH CLINIC,S32393,AB35 5WR,"ST. ANDREW'S TERRACE, BRAEMAR, BALLATER",01339 741202,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S32393,2025-04-23,727,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BRAEMAR HEALTH CLINIC AB35 5WR
STRATHDON MEDICAL CENTRE,S31812,AB36 8XB,"NEWE, STRATHDON",01975 651209,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31812,2023-01-13,818,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,STRATHDON MEDICAL CENTRE AB36 8XB
GLENLIVET MEDICAL PRACTICE,S33061,AB37 9AN,"GLENLIVET COMMUNITY SURGERY, DRUMIN, BALLINDALLOCH",01807 590273,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S33061,2022-11-18,569,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,GLENLIVET MEDICAL PRACTICE AB37 9AN
STONEHAVEN MEDICAL GROUP,S32425,AB39 2EL,"STONEHAVEN MEDICAL CENTRE, ROBERT STREET, STONEHAVEN",03453 371160,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S32425,2022-08-24,15273,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,STONEHAVEN MEDICAL GROUP AB39 2EL
HADDO MEDICAL GROUP,S31916,AB41 7NX,"PITMEDDEN SURGERY, TARVES ROAD, ELLON",01651 843468,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31916,2023-01-13,6027,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,HADDO MEDICAL GROUP AB41 7NX
ELLON GROUP PRACTICE,S31901,AB41 9AH,"ELLON HEALTH CENTRE, SCHOOLHILL, ELLON",03453 371150,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31901,2022-08-24,15508,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,ELLON GROUP PRACTICE AB41 9AH
CRUDEN MEDICAL GROUP,S31615,AB42 0QQ,"MAIN STREET, HATTON, PETERHEAD",01779 841208,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31615,2022-08-18,3728,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CRUDEN MEDICAL GROUP AB42 0QQ
PETERHEAD HEALTH CENTRE,S31634,AB42 2XA,"LINKS TERRACE, PETERHEAD",03450 130710,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31634,2022-08-24,23531,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,PETERHEAD HEALTH CENTRE AB42 2XA
THE HEALTH CENTRE,S31391,AB42 9AR,"PO BOX 18698, PETERHEAD",01779 485728,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31391,2025-08-18,,,,,THE HEALTH CENTRE AB42 9AR
CENTRAL BUCHAN MEDICAL GROUP,S31672,AB43 6NE,"SCHOOL STREET, NEW PITSLIGO, FRASERBURGH",01771 653205,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31672,2025-04-23,6415,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CENTRAL BUCHAN MEDICAL GROUP AB43 6NE
CRIMOND MEDICAL CENTRE,S31601,AB43 8QJ,"CRIMOND MEDICAL AND COMMUNITY HUB, LOGIE AVENUE WEST, FRASERBURGH",01346 532215,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31601,2023-01-13,3579,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CRIMOND MEDICAL CENTRE AB43 8QJ
FINLAYSON STREET PRACTICE,S31511,AB43 9JW,"FINLAYSON STREET SURGERY, 33 FINLAYSON STREET, FRASERBURGH",01346 518088,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31511,2022-08-18,9496,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,FINLAYSON STREET PRACTICE AB43 9JW
SALTOUN SURGERY,S31598,AB43 9NH,"LOCHPOTS ROAD, FRASERBURGH",01346 514154,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31598,2025-04-23,8244,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SALTOUN SURGERY AB43 9NH
MACDUFF MEDICAL PRACTICE,S31437,AB45 1JD,"MACDUFF HEALTH CLINIC, FIFE STREET, BANFF",03453 379933,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31437,2022-08-24,12288,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,MACDUFF MEDICAL PRACTICE AB45 1JD
AN CAORANN MEDICAL PRACTICE,S31475,AB45 2GB,"PORTSOY SURGERY, 16 SEAFIELD TERRACE, BANFF",,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31475,2025-04-23,4691,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,AN CAORANN MEDICAL PRACTICE AB45 2GB
INVERURIE MEDICAL GROUP,S32021,AB51 3UL,"INVERURIE HEALTH & CARE HUB, UPPERBOAT ROAD, INVERURIE",03453 379911,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S32021,2022-08-24,24367,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,INVERURIE MEDICAL GROUP AB51 3UL
KEMNAY MEDICAL GROUP,S32035,AB51 5NB,"KEMNAY MEDICAL CENTRE, 10 HIGH STREET, INVERURIE",01467 642289,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S32035,2023-01-13,6575,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,KEMNAY MEDICAL GROUP AB51 5NB
INSCH MEDICAL PRACTICE,S32001,AB52 6JJ,"INSCH HEALTH CENTRE, RANNES STREET, INSCH",03453 376310,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S32001,2022-08-24,6607,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,INSCH MEDICAL PRACTICE AB52 6JJ
TURRIFF MEDICAL PRACTICE,S31723,AB53 4DQ,"TURRIFF HEALTH CENTRE, BALMELLIE ROAD, TURRIFF",03453 376320,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S31723,2022-08-24,8647,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,TURRIFF MEDICAL PRACTICE AB53 4DQ
BYDAND MEDICAL GROUP,S32092,AB54 8EX,"HUNTLY HEALTH CENTRE, BLEACHFIELD STREET, HUNTLY",01466 792116,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S32092,2023-01-13,8833,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BYDAND MEDICAL GROUP AB54 8EX
RINNES MEDICAL GROUP,S33057,AB55 4FJ,"HEALTH CENTRE, MOUNT STREET, KEITH",01340 820888,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S33057,2023-01-13,3225,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,RINNES MEDICAL GROUP AB55 4FJ
KEITH MEDICAL GROUP,S32904,AB55 5DJ,"TURNER STREET, KEITH",03453 379944,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S32904,2022-08-24,7395,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,KEITH MEDICAL GROUP AB55 5DJ
SEAFIELD & CULLEN MEDICAL GROUP,S32622,AB56 1FP,"BARHILL ROAD, BUCKIE",01542 835577,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S32622,2023-01-13,7524,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,SEAFIELD & CULLEN MEDICAL GROUP AB56 1FP
ARDACH HEALTH CENTRE,S32586,AB56 1JE,"HIGHFIELD ROAD, BUCKIE",03450 997200,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S32586,2022-08-24,7954,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,ARDACH HEALTH CENTRE AB56 1JE
NETHERGATE MEDICAL CENTRE,S12281,DD1 1PB,"2 TAY SQUARE, DUNDEE",01382 221527,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S12281,2022-08-18,8229,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,NETHERGATE MEDICAL CENTRE DD1 1PB
TAY COURT SURGERY,S11058,DD1 1PF,"50 SOUTH TAY STREET, DUNDEE",01382 228228,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S11058,2022-08-18,10655,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,TAY COURT SURGERY DD1 1PF
HAWKHILL MEDICAL CENTRE,S11363,DD1 5LA,"HAWKHILL, DUNDEE",01382 669589,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S11363,2022-08-18,11453,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,HAWKHILL MEDICAL CENTRE DD1 5LA
INVERBERVIE MEDICAL GROUP,S32514,DD10 0RU,"INVERBERVIE MEDICAL CENTRE, CHURCH STREET, MONTROSE",01561 361260,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S32514,2023-01-13,5911,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,INVERBERVIE MEDICAL GROUP DD10 0RU
CASTLEGAIT SURGERY,S13660,DD10 8TY,"LINKS HEALTH CENTRE, FRANK WOOD WAY, MONTROSE",01674 672554,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S13660,2022-08-18,4906,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CASTLEGAIT SURGERY DD10 8TY
TOWNHEAD PRACTICE,S13621,DD10 8TY,"LINKS HEALTH CENTRE, FRANK WOOD WAY, MONTROSE",01674 676161,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S13621,2022-08-18,7185,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,TOWNHEAD PRACTICE DD10 8TY
ARBROATH MEDICAL CENTRE LLP,S10182,DD11 1AD,"7 HILL PLACE, ARBROATH",01241 431144,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S10182,2024-05-20,9692,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,ARBROATH MEDICAL CENTRE LLP DD11 1AD
THE ABBEY PRACTICE,S10233,DD11 1EN,"ABBEY HEALTH CENTRE, EAST ABBEY STREET, ARBROATH",01241 872692,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S10233,2023-01-16,7047,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,THE ABBEY PRACTICE DD11 1EN
"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE",S10286,DD11 1ES,"30 PONDERLAW STREET, ARBROATH",01241 870311,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S10286,2022-08-18,5241,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,"EAST PRACTICE, SPRINGFIELD MEDICAL CENTRE DD11 1ES"
"WEST PRACTICE, SPRINGFIELD MEDICAL CENTRE",S10322,DD11 1ES,"30 PONDERLAW STREET, ARBROATH",01241 870307,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S10322,2022-08-18,8626,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,"WEST PRACTICE, SPRINGFIELD MEDICAL CENTRE DD11 1ES"
TAYSIDE OUT OF HOURS (2),S15951,DD11 2AT,"ARBROATH INFIRMARY, ROSEMOUNT ROAD, ARBROATH",,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S15951,2022-08-18,,,,,TAYSIDE OUT OF HOURS (2) DD11 2AT
RM CONDOR,S15858,DD11 3SP,"CONDOR, ARBROATH",,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S15858,2022-08-18,,,,,RM CONDOR DD11 3SP
THE HOMEOPATHIC CLINIC,S15913,DD2 1SP,"EAST LODGE, JEDBURGH ROAD, DUNDEE",,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S15913,2022-08-18,,,,,THE HOMEOPATHIC CLINIC DD2 1SP
ANCRUM MEDICAL CENTRE,S12210,DD2 2HZ,"12 ANCRUM ROAD, DUNDEE",01382 669316,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S12210,2022-08-18,5552,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,ANCRUM MEDICAL CENTRE DD2 2HZ
ANCRUM ONE,S11096,DD2 2HZ,"ANCRUM MEDICAL CENTRE, 12 ANCRUM ROAD, DUNDEE",01382 669500,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S11096,2023-01-16,5130,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,ANCRUM ONE DD2 2HZ
LOCHEE MEDICAL PRACTICE,S12831,DD2 3BR,"1 MARSHALL STREET, LOCHEE, DUNDEE",01382 611283,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S12831,2023-09-14,5220,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,LOCHEE MEDICAL PRACTICE DD2 3BR
WESTGATE MEDICAL PRACTICE,S11171,DD2 4AD,"WESTGATE HEALTH CENTRE, CHARLESTON DRIVE, DUNDEE",01382 668189,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S11171,2022-10-10,13424,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,WESTGATE MEDICAL PRACTICE DD2 4AD
MUIRHEAD MEDICAL CENTRE,S10002,DD2 5NH,"LIFF ROAD, MUIRHEAD, DUNDEE",01382 580264,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S10002,2023-01-16,8480,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,MUIRHEAD MEDICAL CENTRE DD2 5NH
HILLBANK HEALTH CENTRE,S11861,DD3 6NF,"1A CONSTITUTION STREET, DUNDEE",01382 221976,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S11861,2022-08-18,8314,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,HILLBANK HEALTH CENTRE DD3 6NF
COLDSIDE MEDICAL PRACTICE,S11166,DD3 8DB,"129 STRATHMARTINE ROAD, DUNDEE",01382 880900,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S11166,2022-08-18,9985,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,COLDSIDE MEDICAL PRACTICE DD3 8DB
