practice_name,canonical_code,postcode,street_address,latitude,longitude,telephone,website_url,accepting_new_patients,gtd_managed,gtd_site_name,gtd_site_url,nearby_to_gtd_anchors,nearby_anchor_count,source_search_centers,source_search_center_count,min_distance_to_gtd_anchor_miles,management_company_name,management_company_source,management_company_confidence,management_company_domain,management_company_group_size,google_review_score,google_review_count,google_review_source_note,google_review_source_url,google_maps_title,google_maps_match_score,google_recent_reviews_captured,google_review_text_file,trustpilot_score,trustpilot_review_count,trustpilot_source_url,nhs_profile_url
Charlotte Street Surgery,P82625,BL1 8TT,"Waters Meeting Road, Bolton, Lancashire",53.5904,-2.42776,01204462966,,True,False,,,,0,Bolton central supplemental search,1,,,,,,,2.3,33,Google Maps direct search,"https://www.google.com/maps/place/Charlotte+Street+Surgery/@53.592309,-2.420794,17z/data=!3m1!4b1!4m6!3m5!1s0x487ba6fab9215555:0x37ced0771fd38edd!8m2!3d53.592309!4d-2.420794!16s%2Fg%2F11j7l6x25f?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Charlotte Street Surgery,1.0,,,,,,https://www.nhs.uk/services/gp-surgery/charlotte-street-surgery/P82625
Crompton View Surgery,P82607,BL1 8UP,"Crompton Health Centre, 501 Crompton Way, Bolton, Lancashire",53.5975,-2.41521,01204463090,http://www.cromptonviewsurgery.co.uk,True,False,,,,0,Bolton central supplemental search,1,,,,,,,5.0,7,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Crompton+View+Surgery/@53.597528,-2.4151646,17z/data=!3m1!5s0x487ba6eec1e669f1:0xa274eb758a1fde27!4m8!3m7!1s0x487ba6eec1eaaaab:0x6e235eff488da8f!8m2!3d53.597528!4d-2.4151646!9m1!1b1!16s%2Fg%2F11h7s4btv2?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Crompton View Surgery,1.0,6,google-review-texts/P82607-crompton-view-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/crompton-view-surgery/P82607
The Oaks Family Practice,P82021,BL1 8UP,"501 Crompton Way, Bolton",53.5975,-2.41521,01204284600,https://www.theoaksfamilypractice.co.uk,True,False,,,,0,Bolton central supplemental search,1,,,,,,,2.9,33,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Oaks+Family+Practice/@53.597528,-2.4151646,17z/data=!3m1!5s0x487ba6eec1e669f1:0xa274eb758a1fde27!4m8!3m7!1s0x487ba6eec1eaaaab:0x26f2708abdcc3255!8m2!3d53.597528!4d-2.4151646!9m1!1b1!16s%2Fg%2F11lky54dnl?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Oaks Family Practice,1.0,10,google-review-texts/P82021-the-oaks-family-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/the-oaks-family-practice/P82021
Bradford Street Surgery,P82033,BL2 1HT,"65 Bradford Street, Bolton, Lancashire",53.5768,-2.41821,01204521061,https://www.thesurgerybradfordstreet.nhs.uk/,True,False,,,,0,Bolton central supplemental search,1,,,,,,,3.8,4,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/The+Surgery/@53.5775072,-2.4167097,17z/data=!4m8!3m7!1s0x487ba6598febe633:0x9379d14858bd7d16!8m2!3d53.5775072!4d-2.4167097!9m1!1b1!16s%2Fg%2F1yh9v0bp1?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Surgery,,4,google-review-texts/P82033-bradford-street-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/bradford-street-surgery/P82033
Tonge Moor Health Centre,P82016001,BL2 2LW,"Tonge Moor Health Centre, Thicketford Road, Tonge Moor, Bolton, Lancashire",53.5891,-2.40904,01204300033,https://www.harwoodgrouppractice.co.uk/,True,False,,,,0,Bolton central supplemental search,1,,,,,,,2.6,9,Just Visits exact listing match,https://justvisits.co.uk/listing/tonge-moor-health-centre-bolton,,,,,,,,https://www.nhs.uk/services/gp-surgery/tonge-moor-health-centre/P82016001
Harwood Medical Centre,P82016,BL2 3HQ,"Hough Fold Way, Harwood, Bolton, Lancashire",53.6041,-2.39814,01204300033,https://www.harwoodmedicalcentre.co.uk/,True,False,,,,0,Bolton central supplemental search,1,,,,,,,2.2,10,Just Visits exact listing match,https://justvisits.co.uk/listing/harwood-medical-centre-bolton,,,,,,,,https://www.nhs.uk/services/gp-surgery/harwood-medical-centre/P82016
Tonge Fold Health Centre,P82011,BL2 6DY,"Hilton St, Tonge Fold, Bolton, Lancashire",53.5795,-2.40532,01204521574,http://www.tongefold.co.uk,True,False,,,,0,"Bolton central supplemental search, Radcliffe supplemental search",2,,,,,,,3.9,42,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/Dr+Lowe+%26+Partners/@53.5790911,-2.4247306,15z/data=!4m12!1m2!2m1!1sTonge+Fold+Health+Centre+BL2+6DY!3m8!1s0x487ba6607ea66225:0xb99c9a317c4209d0!8m2!3d53.5790911!4d-2.4056762!9m1!1b1!15sCiBUb25nZSBGb2xkIEhlYWx0aCBDZW50cmUgQkwyIDZEWVoiIiB0b25nZSBmb2xkIGhlYWx0aCBjZW50cmUgYmwyIDZkeZIBBmRvY3RvcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOb09HRkhaWHBCUlJBQuABAPoBBAhCEC8!16s%2Fg%2F1hjhbrty5?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Dr Lowe & Partners,,10,google-review-texts/P82011-tonge-fold-health-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/tonge-fold-health-centre/P82011
The Alastair Ross Medical Practice,P82018,BL2 6NT,"Breightment Health Centre, Breightmet Fold Lane, Breightmet, Bolton",53.5824,-2.38426,01204463800,http://www.alastairross.nhs.uk/,True,False,,,,0,"Bolton central supplemental search, Radcliffe supplemental search",2,,,,,,,2.6,60,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Alastair+Ross+Medical+Practice/@53.5823406,-2.3841869,17z/data=!3m1!5s0x487ba67e13f48233:0x482581877ffb2d0c!4m8!3m7!1s0x487ba6f1807f0aa3:0x49cb0221d2231e14!8m2!3d53.5823406!4d-2.3841869!9m1!1b1!16s%2Fg%2F1hc6t56yb?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Alastair Ross Medical Practice,1.0,10,google-review-texts/P82018-the-alastair-ross-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/the-alastair-ross-medical-practice/P82018
The Dunstan Partnership,P82001,BL2 6NT,"Breightmet Health Centre, Breightmet Fold Lane, Breightmet, Bolton, Lancashire",53.5824,-2.38426,01204463777,http://www.thedunstanpartnership.co.uk,True,False,,,,0,"Bolton central supplemental search, Radcliffe supplemental search",2,,,,,,,3.0,59,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Dunstan+Partnership/@53.5824314,-2.384221,17z/data=!3m1!5s0x487ba67e13f48233:0xc6b1a2a9e0acfc45!4m8!3m7!1s0x487ba67e10b0256b:0xf458629668fb4106!8m2!3d53.5824314!4d-2.384221!9m1!1b1!16s%2Fg%2F11c1szftjb?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Dunstan Partnership,1.0,10,google-review-texts/P82001-the-dunstan-partnership.txt,,,,https://www.nhs.uk/services/gp-surgery/the-dunstan-partnership/P82001
Little Lever Health Centre & Library,Y03079003,BL3 1HH,"63 Market Street, Little Lever, Bolton",53.5623,-2.37194,01204284822,https://www.boltoncommunitypractice.nhs.uk/,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search, Radcliffe supplemental search",3,,,,,,,5.0,2,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Little+lever+health+1/@53.5619715,-2.3764168,17z/data=!4m12!1m2!2m1!1sLittle+Lever+Health+Centre+%26+Library+BL3+1HH!3m8!1s0x487ba5593d93abf7:0xcb0f4748f0f7b096!8m2!3d53.5619715!4d-2.3719107!9m1!1b1!15sCixMaXR0bGUgTGV2ZXIgSGVhbHRoIENlbnRyZSAmIExpYnJhcnkgQkwzIDFISJIBDm1lZGljYWxfY2xpbmlj4AEA!16s%2Fg%2F11v3xn5_mx?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Little lever health 1,0.667,2,google-review-texts/Y03079003-little-lever-health-centre-and-library.txt,,,,https://www.nhs.uk/services/gp-surgery/little-lever-health-centre-and-library/Y03079003
Little Lever Health Centre 1,P82020,BL3 1HH,"Dr Hallikeri & Partners, 63 Market Street, Little Lever, Bolton",53.5623,-2.37194,01204462640,http://www.littleleverdoctors.co.uk/,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search, Radcliffe supplemental search",3,,,,,,,5.0,2,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Little+lever+health+1/@53.5898282,-2.4543187,12z/data=!4m12!1m2!2m1!1sLittle+Lever+Health+Centre+1+BL3+1HH!3m8!1s0x487ba5593d93abf7:0xcb0f4748f0f7b096!8m2!3d53.5619715!4d-2.3719107!9m1!1b1!15sCiRMaXR0bGUgTGV2ZXIgSGVhbHRoIENlbnRyZSAxIEJMMyAxSEiSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F11v3xn5_mx?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Little lever health 1,1.0,2,google-review-texts/P82020-little-lever-health-centre-1.txt,,,,https://www.nhs.uk/services/gp-surgery/little-lever-health-centre-1/P82020
Little Lever Health Centre 2,P82036,BL3 1HH,"63 Market Street, Little Lever, Bolton",53.5593,-2.37105,01204462988,http://www.drjainanddrsubramanian.nhs.uk/index.aspx,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search, Radcliffe supplemental search",3,,,,,,,3.2,25,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Bolton+Community+Practice,+Little+Lever+Health+Centre/@53.5898282,-2.4543187,12z/data=!4m12!1m2!2m1!1sLittle+Lever+Health+Centre+2+BL3+1HH!3m8!1s0x487ba5e7323a7c09:0x720d3075fc43104a!8m2!3d53.5619734!4d-2.3718543!9m1!1b1!15sCiRMaXR0bGUgTGV2ZXIgSGVhbHRoIENlbnRyZSAyIEJMMyAxSEiSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F11bzswnft2?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Little Lever Health Centre 2 BL3 1HH,1.0,10,google-review-texts/P82036-little-lever-health-centre-2.txt,,,,https://www.nhs.uk/services/gp-surgery/little-lever-health-centre-2/P82036
Spring View Medical Centre,P82613,BL3 1HQ,"Mytham Road, Little Lever, Bolton, Lancashire",53.5608,-2.36973,01204578128,https://www.ssphealth.com/our-practices/spring-view-medical-centre,True,False,,,,0,"Little Hulton supplemental search, Radcliffe supplemental search",2,,SSP Health,nhs_website_domain_known_group,high,ssphealth.com,10,4.1,216,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Spring+View+Medical+Centre/@53.5608596,-2.3697234,17z/data=!4m8!3m7!1s0x487ba5e6d1f54f4b:0x7fb8aeccecf35ec2!8m2!3d53.5608596!4d-2.3697234!9m1!1b1!16s%2Fg%2F1hc1d04d0?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Spring View Medical Centre,1.0,10,google-review-texts/P82613-spring-view-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/spring-view-medical-centre/P82613
Southbrook Surgery,P82009001,BL3 2DN,"Southbrook Grove, Walker Avenue, Bolton, Lancashire",53.5612,-2.4269,01204363600,http://www.ehealthservice.co.uk/bolton/garnetfold/3.html,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,ehealthservice.co.uk,nhs_website_domain_shared,medium,ehealthservice.co.uk,2,3.4,12,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Southbrook+Surgery/@53.5609787,-2.4270288,17z/data=!4m8!3m7!1s0x487ba64a09a1c34b:0x19ac1161ad5d314f!8m2!3d53.5609787!4d-2.4270288!9m1!1b1!16s%2Fg%2F1tdkrbnl?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Southbrook Surgery,1.0,10,google-review-texts/P82009001-southbrook-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/southbrook-surgery/P82009001
Beehive Surgery,P82616,BL3 2JR,"108 Crescent Road, Great Lever, Bolton, Lancashire",53.5642,-2.41916,01204550100,https://www.beehivesurgery.com,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,,,,,,2.3,101,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Beehive+Surgery/@53.5636994,-2.4186191,17z/data=!4m8!3m7!1s0x487ba647e0cd1ef5:0x9979f4715e0d94d7!8m2!3d53.5636994!4d-2.4186191!9m1!1b1!16s%2Fg%2F1pxq48q_g?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Beehive Surgery,1.0,10,google-review-texts/P82616-beehive-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/beehive-surgery/P82616
Shanti Medical Centre,P82609,BL3 3PH,"160 St. Helens Road, Bolton, Lancashire",53.5634,-2.45144,01204665354,http://www.ssphealth.com,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,SSP Health,nhs_website_domain_known_group,high,ssphealth.com,10,4.2,806,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Shanti+Medical+Centre/@53.5633577,-2.4514392,17z/data=!4m8!3m7!1s0x487ba7bedd75c7b3:0x3b92e8b07e965225!8m2!3d53.5633577!4d-2.4514392!9m1!1b1!16s%2Fg%2F1tx4nxlk?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Shanti Medical Centre,1.0,10,google-review-texts/P82609-shanti-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/shanti-medical-centre/P82609
St Helens Road Practice,P82009,BL3 3RR,"Garnet Fold Practice, 374-376 St. Helens Road, Bolton, Lancashire",53.5596,-2.45783,01204665588,https://www.garnetfoldpractice.nhs.uk/,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,,,,,,3.2,34,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Garnet+Fold+Practice/@53.5595878,-2.4624774,17z/data=!4m12!1m2!2m1!1sSt+Helens+Road+Practice+BL3+3RR!3m8!1s0x487ba7eab647189d:0xc6a2faab0268f290!8m2!3d53.5595878!4d-2.4577138!9m1!1b1!15sCh9TdCBIZWxlbnMgUm9hZCBQcmFjdGljZSBCTDMgM1JSkgEGZG9jdG9y4AEA!16s%2Fg%2F11bzsx9cc1?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",St Helens Road Practice BL3 3RR,1.0,10,google-review-texts/P82009-st-helens-road-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/st-helens-road-practice/P82009
Deane Clinic 1,P82660,BL3 4LU,"Horsfield Street, Deane, Bolton, Lancashire",53.5678,-2.46443,01204471444,https://www.deaneclinic.co.uk,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search, Prestwich supplemental search, Radcliffe supplemental search, Swinton supplemental search, Whitefield supplemental search",6,,,,,,,2.0,85,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Deane+Clinic/@53.5674818,-2.4648549,17z/data=!4m8!3m7!1s0x487ba79124088d29:0xf048f36164d79c90!8m2!3d53.5674818!4d-2.4648549!9m1!1b1!16s%2Fg%2F1hc67gtvr?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Deane Clinic,1.0,10,google-review-texts/P82660-deane-clinic-1.txt,,,,https://www.nhs.uk/services/gp-surgery/deane-clinic-1/P82660
Bolton Community Practice CIC - Ladybridge Surgery,Y03079001,BL3 4PZ,"10-12 Broadgate, Bolton, Lancashire",53.5704,-2.47649,01204284822,https://www.boltoncommunitypractice.nhs.uk/,True,False,,,,0,Bolton central supplemental search,1,,,,,,,2.6,23,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Ladybridge+Surgery/@53.5704463,-2.4768118,17z/data=!4m8!3m7!1s0x487ba78f560c4131:0x66074df219afe8c3!8m2!3d53.5704463!4d-2.4768118!9m1!1b1!16s%2Fg%2F1vnrkkr2?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Ladybridge Surgery,0.25,10,google-review-texts/Y03079001-bolton-community-practice-cic-ladybridge-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/bolton-community-practice-cic-ladybridge-surgery/Y03079001
Deane Medical Centre,P82030,BL3 5AH,"155-157 Deane Road, Bolton, Lancashire",53.5727,-2.44197,0120462233,,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,,,,,,2.8,45,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Deane+Medical+Centre+Dr+Kumar+%26+Partners/@53.5728171,-2.4420718,17z/data=!3m1!5s0x487ba7afbea7411b:0x77d69dc2872188fb!4m8!3m7!1s0x487ba7a565b2561d:0x6f3e4b326de2b095!8m2!3d53.5728171!4d-2.4420718!9m1!1b1!16s%2Fg%2F1hc3m7tnp?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Deane Medical Centre Dr Kumar & Partners,0.25,10,google-review-texts/P82030-deane-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/deane-medical-centre/P82030
Deane Surgery,P82030001,BL3 5AH,"155-157 Deane Road, Bolton, Lancs, Bolton, Lancashire",53.5727,-2.44197,01204525526,,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,,,,,,3.7,3,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/Jamie+A'Court/@53.580816,-2.5166214,15z/data=!4m11!1m2!2m1!1sDeane+Surgery+BL3+5AH!3m7!1s0x487ba7bf6051a4e7:0xd1e3ca5668acfdb1!8m2!3d53.5808164!4d-2.4985966!9m1!1b1!16s%2Fg%2F11xftrxsxt?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Jamie A'Court,,3,google-review-texts/P82030001-deane-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/deane-surgery/P82030001
3D Medical Centre,Y00186,BL3 5DP,"200 Deane Road, Bolton, Lancashire",53.573,-2.444,01204968870,https://www.ssphealth.com/our-practices/3d-medical-centre,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,SSP Health,nhs_website_domain_known_group,high,ssphealth.com,10,4.1,84,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/3D+Medical+Centre/@53.5729651,-2.4437724,17z/data=!4m8!3m7!1s0x487ba7af91d92547:0xc8da144ad517e632!8m2!3d53.5729651!4d-2.4437724!9m1!1b1!16s%2Fg%2F1tycw5_h?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",3D Medical Centre,,10,google-review-texts/Y00186-3d-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/3d-medical-centre/Y00186
AL Fal Medical Group,P82640,BL3 5HP,"Deane Road, Bolton, Lancashire",53.5727,-2.44633,01204963616,http://www.alfalmedicalgroup.co.uk,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,,,,,,1.9,58,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/R+Falouji/@53.5731346,-2.4455869,17z/data=!4m8!3m7!1s0x487ba7a565b060c3:0xcc3f065789e57670!8m2!3d53.5731346!4d-2.4455869!9m1!1b1!16s%2Fg%2F1tffz15t?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",R Falouji,,10,google-review-texts/P82640-al-fal-medical-group.txt,,,,https://www.nhs.uk/services/gp-surgery/al-fal-medical-group/P82640
Dr S Naseef,P82629,BL3 5HP,"Deane Road, Bolton, Lancashire",53.5729,-2.4457,01204463646,https://www.drnaseef-deaneroad.co.uk/,True,False,,,,0,Bolton central supplemental search,1,,,,,,,2.8,26,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Dr+S+Naseef/@53.5670201,-2.465194,17z/data=!4m12!1m2!2m1!1sDr+S+Naseef+BL3+5HP!3m8!1s0x487ba7971f65c973:0x50e217c3887aefc9!8m2!3d53.5689681!4d-2.4606414!9m1!1b1!15sChNEciBTIE5hc2VlZiBCTDMgNUhQWhUiE2RyIHMgbmFzZWVmIGJsMyA1aHCSAQZkb2N0b3KaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUkNjRTlIYTIxblJSQULgAQD6AQQIABAS!16s%2Fg%2F11gzf8n93?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Dr S Naseef,1.0,10,google-review-texts/P82629-dr-s-naseef.txt,,,,https://www.nhs.uk/services/gp-surgery/dr-s-naseef/P82629
Olive Family Practice,Y03366,BL3 5HP,"Pikes Lane Centre, Deane Road, Bolton, Lancashire",53.5727,-2.44633,01204462299,https://www.theolivefamilypractice.nhs.uk/,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,,,,,,2.5,34,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Olive+Family+Practice/@53.5729216,-2.4452231,17z/data=!4m8!3m7!1s0x487ba7a516d75edb:0x127709f8d3c2d2a2!8m2!3d53.5729216!4d-2.4452231!9m1!1b1!16s%2Fg%2F11g6vgjc7x?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Olive Family Practice,1.0,10,google-review-texts/Y03366-olive-family-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/olive-family-practice/Y03366
Pikes Lane 1,P82002,BL3 5HP,"The Pikes Lane Centre, Deane Road, Bolton, Lancashire",53.5727,-2.44633,01204284500,http://www.drmirzaandpartners.uk/,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,,,,,,2.7,51,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/Dr+Mirza+and+Partners+-+Pikes+Lane+Centre/@53.5731374,-2.4453425,17z/data=!4m8!3m7!1s0x487ba7a56cad36ad:0x88ee6508a670ebe1!8m2!3d53.5731374!4d-2.4453425!9m1!1b1!16s%2Fg%2F1yh9tz9rr?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Dr Mirza and Partners - Pikes Lane Centre,0.4,10,google-review-texts/P82002-pikes-lane-1.txt,,,,https://www.nhs.uk/services/gp-surgery/pikes-lane-1/P82002
Orient House Medical Centre,P82624,BL3 5QE,"216 Wigan Road, Bolton",53.5688,-2.46058,01204462198,,True,False,,,,0,Bolton central supplemental search,1,,,,,,,3.0,20,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Orient+House+Medical+Centre/@53.5689815,-2.4606607,17z/data=!4m8!3m7!1s0x487b087c4a043c9b:0xbdb1b1705982a082!8m2!3d53.5689815!4d-2.4606607!9m1!1b1!16s%2Fg%2F1pxq5j0q_?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Orient House Medical Centre,1.0,10,google-review-texts/P82624-orient-house-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/orient-house-medical-centre/P82624
Bolton Medical Centre,Y02790,BL3 6PY,"21 Rupert Street, Great Lever, Bolton, Lancashire",53.5655,-2.43143,01204968873,https://www.ssphealth.com,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,SSP Health,nhs_website_domain_known_group,high,ssphealth.com,10,4.0,564,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Bolton+Medical+Centre/@53.56593,-2.4315737,17z/data=!4m8!3m7!1s0x487ba7b35f0e3db3:0x6ede1bc2e6d66a3e!8m2!3d53.56593!4d-2.4315737!9m1!1b1!16s%2Fg%2F1tx4nxlj?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Bolton Medical Centre,1.0,10,google-review-texts/Y02790-bolton-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/bolton-medical-centre/Y02790
Great Lever One,P82633,BL3 6RN,"Rupert Street, Great Lever, Bolton, Lancashire",53.5656,-2.43243,01204526955,http://www.greatleverone.nhs.uk,True,False,,,,0,"Bolton central supplemental search, Little Hulton supplemental search",2,,,,,,,2.9,84,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Great+Lever+Health+Centre/@53.5655846,-2.4322795,17z/data=!4m8!3m7!1s0x487ba7b52635d4fb:0xdb777c9c2b174d7d!8m2!3d53.5655846!4d-2.4322795!9m1!1b1!16s%2Fg%2F1tfvypw5?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Great Lever Health Centre,0.667,10,google-review-texts/P82633-great-lever-one.txt,,,,https://www.nhs.uk/services/gp-surgery/great-lever-one/P82633
